Month,Falls within,Crime type,Last outcome category
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Anti-social behaviour,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
2026-02,West Yorkshire Police,Criminal damage and arson,Under investigation
