Month,Falls within,Crime type,Last outcome category
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Bicycle theft,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Possession of weapons,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
2026-02,West Yorkshire Police,Other crime,Under investigation
